26
17
10
18
4
3
9
1
10
12
15
5
12
2
6
9
5
5
9
4
1
17
11
3
13
3
1
3
3
10
13
26
12
14
5
8
1
4
12
7
35
6
8
7
5
32
7
15
7
8
10
7
19
27
3
4
